trading_day_id,dow,hour,side,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2023-01-03,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
2023-01-10,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
2023-01-11,Thursday,1,down_sweep,Q3,3.0,0.0,True,False
2023-01-31,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2023-02-07,Wednesday,1,up_sweep,Q3,2.0,0.0,True,False
2023-02-08,Thursday,1,up_sweep,Q4,3.0,0.0,True,False
2023-02-22,Thursday,1,up_sweep,Q4,2.0,0.0,True,False
2023-03-02,Friday,1,up_sweep,Q4,2.0,0.0,True,False
2023-03-21,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2023-03-22,Thursday,1,up_sweep,Q4,3.0,0.0,True,False
2023-03-29,Thursday,1,up_sweep,Q2,2.0,0.0,True,False
2023-03-30,Friday,1,down_sweep,Q3,3.0,0.0,True,False
2023-04-26,Thursday,1,up_sweep,Q1,2.0,0.0,True,False
2023-05-04,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2023-05-10,Thursday,1,down_sweep,Q2,2.0,0.0,True,False
2023-05-11,Friday,1,up_sweep,Q2,3.0,0.0,True,False
2023-05-16,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2023-05-17,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2023-05-18,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2023-05-23,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2023-05-31,Thursday,1,down_sweep,Q3,2.0,0.0,True,False
2023-06-01,Friday,1,up_sweep,Q1,3.0,0.0,True,False
2023-06-08,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2023-06-13,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2023-06-14,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2023-06-20,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2023-06-27,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2023-06-28,Thursday,1,down_sweep,Q3,3.0,0.0,True,False
2023-07-19,Thursday,1,up_sweep,Q4,2.0,0.0,True,False
2023-07-20,Friday,1,up_sweep,Q1,3.0,0.0,True,False
2023-07-26,Thursday,1,up_sweep,Q2,2.0,0.0,True,False
2023-07-27,Friday,1,down_sweep,Q1,3.0,0.0,True,False
2023-08-03,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2023-08-15,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2023-08-22,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2023-08-30,Thursday,1,down_sweep,Q1,2.0,0.0,True,False
2023-08-31,Friday,1,up_sweep,Q2,3.0,0.0,True,False
2023-09-05,Wednesday,1,up_sweep,Q3,2.0,0.0,True,False
2023-09-06,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2023-09-14,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2023-09-19,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2023-09-28,Friday,1,up_sweep,Q1,2.0,0.0,True,False
2023-10-04,Thursday,1,up_sweep,Q4,2.0,0.0,True,False
2023-10-05,Friday,1,down_sweep,Q1,3.0,0.0,True,False
2023-10-11,Thursday,1,up_sweep,Q2,2.0,0.0,True,False
2023-10-12,Friday,1,up_sweep,Q2,3.0,0.0,True,False
2023-10-17,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
2023-10-18,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2023-10-19,Friday,1,down_sweep,Q3,4.0,0.0,True,False
2023-10-24,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2023-11-08,Thursday,1,down_sweep,Q3,2.0,0.0,True,False
2023-11-15,Thursday,1,down_sweep,Q3,3.0,0.0,True,False
2023-11-22,Thursday,1,up_sweep,Q1,2.0,0.0,True,False
2023-11-23,Friday,1,up_sweep,Q2,3.0,0.0,True,False
2023-11-30,Friday,1,up_sweep,Q4,2.0,0.0,True,False
2023-12-05,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2023-12-06,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2023-12-07,Friday,1,down_sweep,Q3,4.0,0.0,True,False
2023-12-12,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2023-12-19,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2023-12-20,Thursday,1,up_sweep,Q3,3.0,0.0,True,False
2023-12-27,Thursday,1,down_sweep,Q3,2.0,0.0,True,False
2023-12-28,Friday,1,down_sweep,Q4,3.0,0.0,True,False
