trading_day_id,ny_prev_high,ny_prev_low,asia_high,asia_low,asia_range,asia_range_pips,asia_contains_prev_ny,asia_resolves_prev_ny,contain_streak,resolve_streak,breakout,side,sweep_time,sweep_hour,is_early_london,is_late_london
2017-01-02,1.04774,1.0456,1.04807,1.04571,0.0023600000000001398,23.600000000001398,False,True,0,1,1.0,up_sweep,2017-01-03 01:00:00,1.0,True,False
2017-01-03,1.04335,1.03406,1.04177,1.03899,0.0027800000000000047,27.800000000000047,True,False,1,0,1.0,up_sweep,2017-01-04 02:28:00,2.0,False,True
2017-01-04,1.04998,1.04332,1.05404,1.04959,0.004450000000000065,44.50000000000065,False,True,0,1,0.0,up_sweep,2017-01-05 01:00:00,1.0,True,False
2017-01-05,1.06151,1.05088,1.0607,1.05756,0.0031399999999999206,31.399999999999206,True,False,1,0,0.0,down_sweep,2017-01-06 01:53:00,1.0,True,False
2017-01-09,1.05829,1.05245,1.05993,1.05756,0.0023699999999999832,23.699999999999832,False,True,0,1,1.0,up_sweep,2017-01-10 01:00:00,1.0,True,False
2017-01-10,1.06048,1.05508,1.05658,1.05495,0.0016300000000000203,16.300000000000203,False,True,0,2,0.0,up_sweep,2017-01-11 01:59:00,1.0,True,False
2017-01-11,1.06228,1.04537,1.0597,1.05714,0.0025600000000001177,25.600000000001177,True,False,1,0,1.0,up_sweep,2017-01-12 01:00:00,1.0,True,False
2017-01-12,1.06756,1.06106,1.06194,1.06048,0.0014600000000000168,14.600000000000168,False,True,0,1,1.0,up_sweep,2017-01-13 01:04:00,1.0,True,False
2017-01-16,1.06087,1.05895,1.06184,1.06007,0.0017699999999998273,17.699999999998273,False,True,0,1,1.0,up_sweep,2017-01-17 01:00:00,1.0,True,False
2017-01-17,1.07165,1.06674,1.07123,1.06915,0.0020799999999998597,20.799999999998597,True,False,1,0,1.0,down_sweep,2017-01-18 01:00:00,1.0,True,False
2017-01-18,1.07028,1.06301,1.06342,1.06219,0.0012300000000000644,12.300000000000644,False,True,0,1,1.0,up_sweep,2017-01-19 01:00:00,1.0,True,False
2017-01-19,1.06691,1.05892,1.06876,1.0652,0.0035600000000000076,35.60000000000007,False,True,0,2,0.0,up_sweep,2017-01-20 02:04:00,2.0,False,True
2017-01-23,1.07519,1.0706,1.07617,1.07452,0.0016500000000001513,16.500000000001513,False,True,0,1,0.0,down_sweep,2017-01-24 01:42:00,1.0,True,False
