trading_day_id,ny_prev_high,ny_prev_low,asia_high,asia_low,asia_range,asia_range_pips,asia_contains_prev_ny,asia_resolves_prev_ny,contain_streak,resolve_streak,breakout,side,sweep_time,sweep_hour,is_early_london,is_late_london
2023-01-02,1.0685,1.06499,1.06783,1.06503,0.0028000000000001357,28.000000000001357,True,False,1,0,1.0,down_sweep,2023-01-03 02:09:00,2.0,False,True
2023-01-03,1.05973,1.05371,1.05695,1.0545,0.0024500000000000632,24.500000000000632,True,False,2,0,1.0,up_sweep,2023-01-04 01:00:00,1.0,True,False
2023-01-04,1.06282,1.0581,1.06314,1.06029,0.002850000000000019,28.500000000000192,False,True,0,1,0.0,down_sweep,2023-01-05 01:59:00,1.0,True,False
2023-01-05,1.058,1.05148,1.05326,1.05188,0.0013800000000001589,13.800000000001589,True,False,1,0,1.0,down_sweep,2023-01-06 01:00:00,1.0,True,False
2023-01-09,1.07605,1.07115,1.07396,1.07205,0.0019100000000000783,19.100000000000783,True,False,1,0,0.0,up_sweep,2023-01-10 01:00:00,1.0,True,False
2023-01-10,1.07592,1.07119,1.07453,1.07255,0.001980000000000093,19.800000000000928,True,False,2,0,0.0,up_sweep,2023-01-11 01:00:00,1.0,True,False
2023-01-11,1.07762,1.07348,1.07745,1.07601,0.0014400000000001079,14.400000000001079,True,False,3,0,1.0,down_sweep,2023-01-12 01:20:00,1.0,True,False
2023-01-12,1.08668,1.07297,1.08679,1.08455,0.0022400000000000198,22.400000000000198,False,True,0,1,0.0,down_sweep,2023-01-13 01:00:00,1.0,True,False
2023-01-16,1.0829,1.08058,1.08336,1.08138,0.001980000000000093,19.800000000000928,False,True,0,1,0.0,up_sweep,2023-01-17 01:15:00,1.0,True,False
2023-01-17,1.08693,1.07744,1.0796,1.07823,0.0013699999999998713,13.699999999998713,True,False,1,0,1.0,down_sweep,2023-01-18 01:00:00,1.0,True,False
2023-01-18,1.08873,1.07866,1.07982,1.07823,0.0015899999999999803,15.899999999999803,False,True,0,1,1.0,up_sweep,2023-01-19 01:09:00,1.0,True,False
2023-01-19,1.08398,1.07837,1.0844,1.08279,0.0016100000000001113,16.100000000001113,False,True,0,2,0.0,down_sweep,2023-01-20 01:43:00,1.0,True,False
2023-01-23,1.08757,1.08461,1.08824,1.08674,0.0015000000000000568,15.000000000000568,False,True,0,1,0.0,up_sweep,2023-01-24 01:26:00,1.0,True,False
2023-01-24,1.08887,1.08349,1.0894,1.08807,0.0013299999999998313,13.299999999998313,False,True,0,2,1.0,up_sweep,2023-01-25 01:00:00,1.0,True,False
