name,n,breakout_rate,fakeout_rate
baseline,206,0.7281553398058253,0.27184466019417475
contain_streak>=3,27,0.7777777777777778,0.2222222222222222
resolve_streak>=3,4,0.5,0.5
contain>=3 & early,24,0.7916666666666666,0.20833333333333337
resolve>=3 & late,0,,
contain>=3 & up_sweep,9,0.8888888888888888,0.11111111111111116
resolve>=3 & down_sweep,1,1.0,0.0
