trading_day_id,asia_high,asia_low,asia_range,asia_range_pips
2017-01-02,1.04807,1.04571,0.0023600000000001398,23.600000000001398
2017-01-03,1.04177,1.03899,0.0027800000000000047,27.800000000000047
2017-01-04,1.05404,1.04959,0.004450000000000065,44.50000000000065
2017-01-05,1.0607,1.05756,0.0031399999999999206,31.399999999999206
2017-01-08,1.05444,1.05221,0.0022299999999999542,22.299999999999542
2017-01-09,1.05993,1.05756,0.0023699999999999832,23.699999999999832
2017-01-10,1.05658,1.05495,0.0016300000000000203,16.300000000000203
2017-01-11,1.0597,1.05714,0.0025600000000001177,25.600000000001177
2017-01-12,1.06194,1.06048,0.0014600000000000168,14.600000000000168
2017-01-15,1.06344,1.06159,0.0018499999999999073,18.499999999999073
2017-01-16,1.06184,1.06007,0.0017699999999998273,17.699999999998273
2017-01-17,1.07123,1.06915,0.0020799999999998597,20.799999999998597
2017-01-18,1.06342,1.06219,0.0012300000000000644,12.300000000000644
2017-01-19,1.06876,1.0652,0.0035600000000000076,35.60000000000007
2017-01-22,1.07447,1.07093,0.0035400000000000986,35.400000000000986
2017-01-23,1.07617,1.07452,0.0016500000000001513,16.500000000001513
2017-01-24,1.0735,1.07218,0.0013199999999999878,13.199999999999878
2017-01-25,1.07654,1.07516,0.0013800000000001589,13.800000000001589
2017-01-26,1.06868,1.06725,0.0014300000000000423,14.300000000000423
2017-01-29,1.07402,1.07156,0.0024599999999999067,24.599999999999067
2017-01-30,1.07088,1.06927,0.0016100000000001113,16.100000000001113
2017-01-31,1.08008,1.07879,0.0012900000000000134,12.900000000000134
2017-02-01,1.0788,1.07641,0.002389999999999892,23.899999999998922
2017-02-02,1.07716,1.07548,0.0016799999999999038,16.799999999999038
2017-02-05,1.07886,1.07745,0.0014099999999999113,14.099999999999113
2017-02-06,1.07443,1.07209,0.0023400000000000087,23.400000000000087
2017-02-07,1.06908,1.06676,0.0023200000000000998,23.200000000000998
2017-02-08,1.06954,1.06816,0.0013799999999999368,13.799999999999368
2017-02-09,1.06672,1.06499,0.0017299999999997873,17.299999999997873
2017-02-12,1.06267,1.06119,0.0014799999999999258,14.799999999999258
2017-02-13,1.06089,1.05929,0.0016000000000000458,16.00000000000046
2017-02-14,1.05783,1.05649,0.0013400000000001189,13.400000000001189
2017-02-15,1.06234,1.06007,0.0022699999999999942,22.699999999999942
2017-02-16,1.06745,1.06612,0.0013300000000000534,13.300000000000534
2017-02-19,1.06266,1.06031,0.002349999999999852,23.499999999998522
2017-02-20,1.06126,1.05807,0.003190000000000026,31.90000000000026
2017-02-21,1.05564,1.05409,0.0015499999999999403,15.499999999999403
2017-02-22,1.05557,1.0544,0.0011699999999998933,11.699999999998933
2017-02-23,1.05848,1.05718,0.0013000000000000789,13.000000000000789
2017-02-26,1.0575,1.05513,0.0023700000000002053,23.700000000002053
2017-02-27,1.05861,1.05691,0.0017000000000000348,17.000000000000348
2017-02-28,1.05742,1.05551,0.0019100000000000783,19.100000000000783
2017-03-01,1.05444,1.05292,0.0015199999999999658,15.199999999999658
2017-03-02,1.05182,1.05021,0.0016099999999998893,16.099999999998893
2017-03-05,1.06209,1.06045,0.0016400000000000858,16.40000000000086
2017-03-06,1.05836,1.05727,0.0010900000000000354,10.900000000000354
2017-03-07,1.0574,1.05666,0.0007399999999999629,7.399999999999629
2017-03-08,1.05448,1.05366,0.0008200000000000429,8.20000000000043
2017-03-09,1.05921,1.05781,0.0014000000000000679,14.000000000000679
2017-03-12,1.06925,1.06785,0.0014000000000000679,14.000000000000679
2017-03-13,1.06581,1.06448,0.0013299999999998313,13.299999999998313
2017-03-14,1.06148,1.06086,0.0006200000000000649,6.200000000000649
2017-03-15,1.07461,1.07303,0.0015800000000001369,15.800000000001369
2017-03-16,1.07737,1.07652,0.0008500000000000174,8.500000000000174
2017-03-19,1.07534,1.07407,0.0012699999999998823,12.699999999998823
2017-03-20,1.07668,1.0719,0.0047800000000000065,47.80000000000006
2017-03-21,1.08147,1.07991,0.0015600000000000058,15.600000000000058
2017-03-22,1.07949,1.0785,0.0009900000000000464,9.900000000000464
2017-03-23,1.07857,1.07628,0.0022900000000001253,22.900000000001253
2017-03-26,1.08492,1.08376,0.0011600000000000499,11.600000000000499
2017-03-27,1.08684,1.08551,0.0013300000000000534,13.300000000000534
2017-03-28,1.08235,1.08081,0.0015399999999998748,15.399999999998748
2017-03-29,1.07647,1.075,0.0014700000000000824,14.700000000000824
2017-03-30,1.06886,1.0677,0.0011599999999998278,11.599999999998278
2017-04-02,1.06785,1.0667,0.0011499999999999844,11.499999999999844
2017-04-03,1.06734,1.06654,0.0007999999999999119,7.999999999999119
2017-04-04,1.0683,1.06761,0.0006900000000000794,6.900000000000794
2017-04-05,1.0684,1.06667,0.0017300000000000093,17.300000000000093
2017-04-06,1.06476,1.06413,0.0006299999999999084,6.299999999999084
2017-04-09,1.05831,1.05732,0.0009900000000000464,9.900000000000464
2017-04-10,1.06017,1.059,0.0011700000000001154,11.700000000001154
2017-04-11,1.06114,1.06033,0.0008099999999999774,8.099999999999774
2017-04-12,1.06715,1.06606,0.0010900000000000354,10.900000000000354
2017-04-13,1.0618,1.06094,0.0008600000000000829,8.60000000000083
2017-04-16,1.06224,1.06041,0.0018299999999999983,18.299999999999983
2017-04-17,1.06449,1.06372,0.0007699999999999374,7.699999999999374
2017-04-18,1.07352,1.07252,0.001000000000000112,10.000000000001119
2017-04-19,1.07187,1.07118,0.0006900000000000794,6.900000000000794
2017-04-20,1.07207,1.07116,0.0009100000000001884,9.100000000001884
2017-04-23,1.08899,1.08375,0.005239999999999911,52.39999999999911
2017-04-24,1.08703,1.08622,0.0008099999999999774,8.099999999999774
2017-04-25,1.09449,1.09233,0.0021599999999999397,21.599999999999397
2017-04-26,1.09156,1.09062,0.0009400000000001629,9.40000000000163
2017-04-27,1.08717,1.08604,0.0011300000000000754,11.300000000000754
2017-04-30,1.09111,1.08991,0.0012000000000000899,12.000000000000899
2017-05-01,1.09128,1.09042,0.0008600000000000829,8.60000000000083
2017-05-02,1.09367,1.09272,0.0009500000000000064,9.500000000000064
2017-05-03,1.08947,1.08853,0.0009399999999999409,9.399999999999409
2017-05-04,1.0982,1.09753,0.0006700000000001705,6.700000000001705
2017-05-07,1.09958,1.09568,0.0039000000000000146,39.00000000000014
2017-05-08,1.09324,1.09217,0.0010699999999999044,10.699999999999044
2017-05-09,1.08966,1.08816,0.0015000000000000568,15.000000000000568
2017-05-10,1.08757,1.08635,0.0012199999999999989,12.199999999999989
2017-05-11,1.08674,1.086,0.0007399999999999629,7.399999999999629
2017-05-14,1.09336,1.09225,0.0011100000000001664,11.100000000001664
2017-05-15,1.09854,1.09784,0.000700000000000145,7.0000000000014495
2017-05-16,1.1098,1.10865,0.0011499999999999844,11.499999999999844
2017-05-17,1.11656,1.11506,0.0015000000000000568,15.000000000000568
2017-05-18,1.11147,1.1106,0.0008699999999999264,8.699999999999264
2017-05-21,1.12105,1.11862,0.0024300000000001543,24.300000000001543
2017-05-22,1.1247,1.12362,0.0010799999999999699,10.799999999999699
