week,days,mean_pips,std_pips,var_pips,p25_pips,median_pips,p75_pips,cv,roll_var_mean,roll_var_std,z_var,regime,var_diff,z_diff,trend,regime_prev,transition,w_q4,w_q1,w_q2,w_fade_bias
2017-01-02,5,29.92000000000017,8.906009207271314,79.31700000000141,23.600000000001398,27.800000000000047,31.399999999999206,0.2976607355371412,,,,Neutral,,,flat,,True,0.6,0.4,0.2,0.3
2017-01-23,5,16.480000000000494,4.707122263123599,22.156999999993836,13.800000000001589,14.300000000000423,16.500000000001513,0.28562635091768557,59.150000000002095,38.6864681639504,-0.9562258266439483,Compressing,-90.51600000001636,,flat,Neutral,True,0.3,0.8,0.2,0.6
2017-02-06,5,18.499999999999517,4.563989482898345,20.8300000000067,14.799999999999258,17.299999999997873,23.200000000000998,0.24670213421072779,45.963000000001955,36.68881543014042,-0.6850316562509705,Neutral,2.482000000010011,0.16816266971809846,rising,Compressing,True,0.6,0.4,0.2,0.3
2017-02-20,5,19.160000000000288,8.513401200460892,72.47800000000898,13.000000000000789,15.499999999999403,23.700000000002053,0.4443320041994136,46.636625000001516,33.95242627905493,0.7611054004687984,Expanding,47.641000000017556,1.2820132480202713,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-02-27,5,16.760000000000108,1.4604793733570625,2.133000000001438,16.099999999998893,16.40000000000086,17.000000000000348,0.08714077406664994,41.691777777779286,34.932708349304065,-1.1324280208169415,Compressing,-70.34500000000753,-1.8935334212857398,falling,Expanding,True,0.3,0.8,0.2,0.6
2017-03-13,5,11.299999999999866,3.874919353999341,15.01499999999867,8.500000000000174,12.699999999998823,13.299999999998313,0.34291321716808737,36.357363636364944,33.58218622823691,-0.6355263320653309,Neutral,5.324999999996498,0.19923780292655313,rising,Compressing,True,0.6,0.4,0.2,0.3
2017-03-20,5,21.560000000000468,15.500096773891325,240.2529999999963,11.600000000000499,15.600000000000058,22.900000000001253,0.7189284217945727,53.348666666667555,64.88089956134186,2.8807296846527137,Expanding,225.2379999999976,3.5162560167180446,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-03-27,5,13.299999999999645,1.767766952966614,3.125000000000867,11.599999999998278,13.300000000000534,14.700000000000824,0.1329148084937339,46.999333333334185,65.75121512607653,-0.6672779088448059,Neutral,-237.12799999999544,-3.5480075934975197,falling,Expanding,True,0.6,0.4,0.2,0.3
2017-04-17,5,17.220000000000457,19.70296931936838,388.2069999999716,7.699999999999374,9.100000000001884,10.000000000001119,1.1441910173848928,69.29916666666462,114.90938137421132,2.7752984962538334,Expanding,371.55499999997244,3.1261266397588123,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-04-24,5,12.48000000000049,5.32606796802243,28.366999999994576,9.40000000000163,11.300000000000754,12.000000000000899,0.4267682666684472,70.13408333333112,114.57204683331265,-0.36454863544597566,Neutral,-359.839999999977,-3.139847131699809,falling,Expanding,True,0.6,0.4,0.2,0.3
2017-05-01,5,14.64000000000043,13.663930620432534,186.70299999999384,8.60000000000083,9.399999999999409,9.500000000000064,0.9333285942918124,83.95683333333004,117.75173235655876,0.8725660727906976,Expanding,158.33599999999927,1.2371147082366734,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-05-08,5,11.280000000000179,2.7435378619588793,7.527000000001898,10.699999999999044,11.100000000001664,12.199999999999989,0.24322144166301735,82.51433333333092,118.57031694689528,-0.6324292222893694,Neutral,-179.17599999999194,-1.5049952950800671,falling,Expanding,True,0.6,0.4,0.2,0.3
2017-07-24,5,15.919999999999046,7.1156166282341715,50.63200000000264,9.699999999999154,14.099999999999113,21.099999999998342,0.4469608434820727,20.62349999999978,14.609848131199834,2.05399123457818,Expanding,41.31900000000854,2.525415192464469,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-07-31,5,14.340000000000241,2.54125953023368,6.458000000003503,12.600000000000389,15.000000000000568,15.700000000000713,0.1772147510623178,20.534416666666583,14.69245780697616,-0.9580709267022312,Compressing,-44.17399999999914,-3.012062161280411,falling,Expanding,True,0.3,0.8,0.2,0.6
2017-08-07,5,15.900000000000247,8.213708054222444,67.46499999999865,12.099999999999334,13.000000000000789,13.100000000001444,0.51658541221524,22.240249999999282,18.388897398181605,2.4593508257037446,Expanding,61.00699999999515,3.417421752405976,rising,Compressing,True,1.0,0.4,0.1,0.1
2017-08-28,5,12.279999999999625,3.885485812611385,15.097000000004353,8.999999999999009,10.600000000000609,15.899999999999803,0.3164076394634775,33.92991666666744,36.9739052068232,-0.5093569792348481,Neutral,-125.13000000000011,-3.3746229197639064,falling,Expanding,True,0.6,0.4,0.2,0.3
2017-10-02,5,18.639999999999993,11.684305713220528,136.52299999999786,10.600000000000609,15.100000000001224,20.399999999998197,0.6268404352586122,47.05816666666666,44.65945994753629,2.003267245919006,Expanding,106.82099999999821,2.2050550130672386,rising,Neutral,True,1.0,0.4,0.1,0.1
2017-10-09,5,14.559999999999462,4.182463388961211,17.493000000000897,13.099999999999223,13.699999999998713,17.799999999998928,0.2872571008902037,47.7398333333339,44.137506531356706,-0.6852864085524332,Neutral,-119.02999999999696,-2.6885536544714395,falling,Expanding,True,0.6,0.4,0.2,0.3
2017-10-23,5,13.060000000000738,3.3753518335125237,11.392999999996356,11.800000000001809,12.900000000000134,15.100000000001224,0.25844960440370085,46.74241666666612,43.94159484372153,-0.804463670296677,Compressing,-22.335000000000093,-0.5199177127419927,falling,Neutral,True,0.3,0.8,0.2,0.6
