name,n,breakout_rate,fakeout_rate
baseline,205,0.8048780487804879,0.19512195121951215
contain_streak>=3,33,0.7575757575757576,0.24242424242424243
resolve_streak>=3,7,0.5714285714285714,0.4285714285714286
contain>=3 & early,31,0.7741935483870968,0.22580645161290325
resolve>=3 & late,2,0.0,1.0
contain>=3 & up_sweep,14,0.8571428571428571,0.1428571428571429
resolve>=3 & down_sweep,3,0.6666666666666666,0.33333333333333337
