trading_day_id,side,sweep_time,sweep_level,london_end,max_extension,reverted_inside_by_end,time_to_revert_min,max_adverse,max_favorable,asia_high,asia_low,dow,hour,asia_range,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2021-01-03,up_sweep,2021-01-04 01:01:00,1.22556,2021-01-04 03:59:00,0.0030499999999999,False,0.0,0.0030499999999999,0.00136,1.22556,1.22385,Monday,1,0.0017099999999998783,Q4,,,,
2021-01-04,up_sweep,2021-01-05 01:00:00,1.22629,2021-01-05 03:59:00,0.0015799999999999,False,67.0,0.0015799999999999,0.0007700000000001,1.22629,1.2247,Tuesday,1,0.0015900000000002024,Q4,1.0,0.0,True,False
2021-01-05,up_sweep,2021-01-06 02:09:00,1.23261,2021-01-06 03:59:00,0.00191,True,11.0,0.00191,0.0005999999999999,1.23261,1.2281,Wednesday,2,0.004510000000000014,Q4,0.0,1.0,False,True
2021-01-06,down_sweep,2021-01-07 01:00:00,1.23282,2021-01-07 03:59:00,0.0035499999999999,False,,0.0035499999999999,-0.0002699999999999,1.23443,1.23282,Thursday,1,0.0016099999999998893,Q4,0.0,2.0,False,True
2021-01-07,down_sweep,2021-01-08 02:56:00,1.22349,2021-01-08 03:59:00,0.00217,False,1.0,0.00217,0.00042,1.22724,1.22349,Friday,2,0.003750000000000142,Q4,0.0,3.0,False,True
2021-01-10,up_sweep,2021-01-11 03:14:00,1.21962,2021-01-11 03:59:00,0.0003600000000001,True,0.0,0.0003600000000001,0.0012999999999998,1.21962,1.21711,Monday,3,0.0025100000000000122,Q4,,,,
2021-01-11,up_sweep,2021-01-12 02:16:00,1.21619,2021-01-12 03:59:00,0.0013299999999998,True,0.0,0.0013299999999998,0.0011400000000001,1.21619,1.21404,Tuesday,2,0.0021500000000000963,Q4,1.0,0.0,True,False
2021-01-12,up_sweep,2021-01-13 02:14:00,1.22181,2021-01-13 03:59:00,0.0004599999999999,False,0.0,0.0004599999999999,0.00326,1.22181,1.22048,Wednesday,2,0.0013300000000000534,Q3,0.0,1.0,False,True
2021-01-13,down_sweep,2021-01-14 01:00:00,1.21599,2021-01-14 03:59:00,0.0023799999999998,False,170.0,0.0023799999999998,0.00028,1.21718,1.21599,Thursday,1,0.0011900000000000244,Q3,1.0,0.0,True,False
2021-01-14,down_sweep,2021-01-15 01:00:00,1.21484,2021-01-15 03:59:00,0.0030699999999999,False,,0.0030699999999999,-0.0001799999999998,1.21624,1.21484,Friday,1,0.0014000000000000679,Q3,2.0,0.0,True,False
2021-01-17,up_sweep,2021-01-18 01:56:00,1.20811,2021-01-18 03:59:00,0.0005599999999998,True,0.0,0.0005599999999998,0.0014199999999999,1.20811,1.20649,Monday,1,0.0016199999999999548,Q4,,,,
2021-01-18,up_sweep,2021-01-19 01:00:00,1.20968,2021-01-19 03:59:00,0.0021799999999998,False,0.0,0.0021799999999998,0.00116,1.20968,1.20772,Tuesday,1,0.001960000000000184,Q4,0.0,1.0,False,True
2021-01-19,up_sweep,2021-01-20 01:09:00,1.21463,2021-01-20 03:59:00,0.0011799999999999,True,0.0,0.0011799999999999,0.00157,1.21463,1.21269,Wednesday,1,0.0019400000000000528,Q4,0.0,2.0,False,True
2021-01-20,up_sweep,2021-01-21 01:00:00,1.21305,2021-01-21 03:59:00,0.00069,False,42.0,0.00069,0.00157,1.21305,1.21093,Thursday,1,0.0021199999999998997,Q4,0.0,3.0,False,True
2021-01-21,down_sweep,2021-01-22 02:01:00,1.21613,2021-01-22 03:59:00,0.0009799999999999,False,1.0,0.0009799999999999,0.0022200000000001,1.21777,1.21613,Friday,2,0.0016400000000000858,Q4,0.0,4.0,False,True
2021-01-24,up_sweep,2021-01-25 01:00:00,1.21733,2021-01-25 03:59:00,0.00099,True,83.0,0.00099,0.0004900000000001,1.21733,1.21601,Monday,1,0.0013199999999999878,Q3,,,,
2021-01-25,down_sweep,2021-01-26 01:00:00,1.21331,2021-01-26 03:59:00,0.00255,True,168.0,0.00255,0.0008299999999998,1.21455,1.21331,Tuesday,1,0.0012399999999999078,Q3,1.0,0.0,True,False
2021-01-26,down_sweep,2021-01-27 02:08:00,1.21582,2021-01-27 03:59:00,0.0014499999999999,False,0.0,0.0014499999999999,0.00031,1.21696,1.21582,Wednesday,2,0.001140000000000141,Q3,2.0,0.0,True,False
2021-01-27,down_sweep,2021-01-28 02:36:00,1.20824,2021-01-28 03:59:00,0.00017,True,0.0,0.00017,0.00312,1.21059,1.20824,Thursday,2,0.0023500000000000743,Q4,3.0,0.0,True,False
2021-01-28,down_sweep,2021-01-29 01:00:00,1.21036,2021-01-29 03:59:00,0.0006400000000001,True,31.0,0.0006400000000001,0.0015899999999999,1.21219,1.21036,Friday,1,0.0018299999999999983,Q4,4.0,0.0,True,False
2021-01-31,down_sweep,2021-02-01 03:03:00,1.21201,2021-02-01 03:59:00,0.0032,False,0.0,0.0032,0.00106,1.21363,1.21201,Monday,3,0.0016199999999999548,Q4,,,,
2021-02-01,up_sweep,2021-02-02 03:36:00,1.20861,2021-02-02 03:59:00,9.9999999999989e-05,False,0.0,9.9999999999989e-05,0.0011099999999999,1.20861,1.20622,Tuesday,3,0.002389999999999892,Q4,1.0,0.0,True,False
2021-02-02,down_sweep,2021-02-03 01:49:00,1.20357,2021-02-03 03:59:00,0.0008099999999999,False,1.0,0.0008099999999999,0.0006599999999998,1.205,1.20357,Wednesday,1,0.0014300000000000423,Q4,0.0,1.0,False,True
2021-02-03,down_sweep,2021-02-04 01:00:00,1.20333,2021-02-04 03:59:00,0.0042200000000001,False,,0.0042200000000001,-0.00164,1.20427,1.20333,Thursday,1,0.0009399999999999409,Q2,0.0,2.0,False,True
2021-02-04,down_sweep,2021-02-05 01:04:00,1.19621,2021-02-05 03:59:00,0.0002699999999999,False,1.0,0.0002699999999999,0.0025299999999999,1.19718,1.19621,Friday,1,0.0009699999999999154,Q2,1.0,0.0,True,False
2021-02-07,down_sweep,2021-02-08 03:29:00,1.20296,2021-02-08 03:59:00,0.0004399999999999,True,0.0,0.0004399999999999,0.0005899999999998,1.20525,1.20296,Monday,3,0.0022899999999999032,Q4,,,,
2021-02-08,up_sweep,2021-02-09 01:00:00,1.2064,2021-02-09 03:59:00,0.00336,False,,0.00336,-0.00032,1.2064,1.20491,Tuesday,1,0.0014899999999999913,Q4,1.0,0.0,True,False
2021-02-09,up_sweep,2021-02-10 01:00:00,1.21183,2021-02-10 03:59:00,0.0025699999999999,False,,0.0025699999999999,-0.00045,1.21183,1.21088,Wednesday,1,0.0009500000000000064,Q2,2.0,0.0,True,False
2021-02-10,up_sweep,2021-02-11 01:00:00,1.21199,2021-02-11 03:59:00,0.0012800000000001,False,134.0,0.0012800000000001,0.0001999999999999,1.21199,1.21134,Thursday,1,0.0006499999999998174,Q1,0.0,1.0,False,True
2021-02-11,down_sweep,2021-02-12 01:42:00,1.21247,2021-02-12 03:59:00,0.0022299999999999,False,1.0,0.0022299999999999,0.0002200000000001,1.21332,1.21247,Friday,1,0.0008500000000000174,Q1,1.0,0.0,True,False
2021-02-14,up_sweep,2021-02-15 01:00:00,1.21284,2021-02-15 03:59:00,0.00167,False,,0.00167,-0.0002300000000001,1.21284,1.21167,Monday,1,0.0011699999999998933,Q3,,,,
2021-02-15,down_sweep,2021-02-16 02:28:00,1.21313,2021-02-16 03:59:00,0.0002999999999999,False,1.0,0.0002999999999999,0.0025899999999998,1.21468,1.21313,Tuesday,2,0.0015499999999999403,Q4,0.0,1.0,False,True
2021-02-16,down_sweep,2021-02-17 02:02:00,1.20832,2021-02-17 03:59:00,0.00184,False,,0.00184,5.999999999994898e-05,1.2095,1.20832,Wednesday,2,0.0011799999999999589,Q3,0.0,2.0,False,True
2021-02-17,down_sweep,2021-02-18 02:12:00,1.20413,2021-02-18 03:59:00,0.0004999999999999,False,7.0,0.0004999999999999,0.00293,1.205,1.20413,Thursday,2,0.0008700000000001484,Q2,1.0,0.0,True,False
2021-02-18,up_sweep,2021-02-19 01:18:00,1.20985,2021-02-19 03:59:00,0.0035099999999999,False,5.0,0.0035099999999999,0.0008100000000001,1.20985,1.20862,Friday,1,0.0012300000000000644,Q3,0.0,1.0,False,True
2021-02-21,down_sweep,2021-02-22 01:00:00,1.21204,2021-02-22 03:59:00,0.00293,False,3.0,0.00293,0.00038,1.21355,1.21204,Monday,1,0.0015099999999999003,Q4,,,,
2021-02-22,up_sweep,2021-02-23 02:47:00,1.2177,2021-02-23 03:59:00,0.00031,False,0.0,0.00031,0.00232,1.2177,1.21621,Tuesday,2,0.0014899999999999913,Q4,0.0,1.0,False,True
2021-02-23,down_sweep,2021-02-24 01:00:00,1.21473,2021-02-24 03:59:00,0.0003300000000001,False,13.0,0.0003300000000001,0.0027199999999998,1.21662,1.21473,Wednesday,1,0.0018899999999999473,Q4,1.0,0.0,True,False
2021-02-24,up_sweep,2021-02-25 01:00:00,1.21696,2021-02-25 03:59:00,0.00387,False,89.0,0.00387,0.0001999999999999,1.21696,1.21566,Thursday,1,0.0013000000000000789,Q3,0.0,1.0,False,True
2021-02-25,down_sweep,2021-02-26 02:30:00,1.21372,2021-02-26 03:59:00,0.0008399999999999,True,7.0,0.0008399999999999,0.0022200000000001,1.21671,1.21372,Friday,2,0.002990000000000048,Q4,0.0,2.0,False,True
2021-02-28,down_sweep,2021-03-01 01:01:00,1.20828,2021-03-01 03:59:00,0.00329,False,2.0,0.00329,0.0009999999999998,1.21011,1.20828,Monday,1,0.0018299999999999983,Q4,,,,
2021-03-01,down_sweep,2021-03-02 01:00:00,1.2027,2021-03-02 03:59:00,0.00279,False,,0.00279,-2.0000000000131024e-05,1.2049,1.2027,Tuesday,1,0.0021999999999999797,Q4,0.0,1.0,False,True
2021-03-02,down_sweep,2021-03-03 01:01:00,1.20837,2021-03-03 03:59:00,0.0009599999999998,False,2.0,0.0009599999999998,0.0023999999999999,1.20934,1.20837,Wednesday,1,0.0009700000000001374,Q2,1.0,0.0,True,False
2021-03-03,up_sweep,2021-03-04 02:02:00,1.2062,2021-03-04 03:59:00,4.000000000004e-05,False,0.0,4.000000000004e-05,0.0025899999999998,1.2062,1.20463,Thursday,2,0.0015699999999998493,Q4,2.0,0.0,True,False
2021-03-04,down_sweep,2021-03-05 01:59:00,1.19529,2021-03-05 03:59:00,0.0038799999999998,False,0.0,0.0038799999999998,0.00079,1.19687,1.19529,Friday,1,0.0015800000000001369,Q4,0.0,1.0,False,True
2021-03-07,down_sweep,2021-03-08 01:00:00,1.19181,2021-03-08 03:59:00,0.0042699999999999,False,,0.0042699999999999,-0.0003600000000001,1.19321,1.19181,Monday,1,0.0014000000000000679,Q3,,,,
2021-03-08,up_sweep,2021-03-09 01:00:00,1.18523,2021-03-09 03:59:00,0.00462,False,,0.00462,0.0001199999999998,1.18523,1.18355,Tuesday,1,0.0016799999999999038,Q4,0.0,1.0,False,True
2021-03-09,down_sweep,2021-03-10 01:00:00,1.18838,2021-03-10 03:59:00,0.0015,True,107.0,0.0015,0.00129,1.18976,1.18838,Wednesday,1,0.0013799999999999368,Q3,1.0,0.0,True,False
2021-03-10,up_sweep,2021-03-11 01:42:00,1.19289,2021-03-11 03:59:00,0.00398,False,19.0,0.00398,0.00045,1.19289,1.19156,Thursday,1,0.0013300000000000534,Q3,0.0,1.0,False,True
2021-03-11,down_sweep,2021-03-12 01:00:00,1.198,2021-03-12 03:59:00,0.0051699999999998,False,,0.0051699999999998,-0.00167,1.19884,1.198,Friday,1,0.0008399999999999519,Q1,1.0,0.0,True,False
2021-03-14,down_sweep,2021-03-15 01:00:00,1.19497,2021-03-15 03:59:00,0.00319,False,,0.00319,-0.00099,1.19674,1.19497,Monday,1,0.0017699999999998273,Q4,,,,
2021-03-15,up_sweep,2021-03-16 01:00:00,1.19319,2021-03-16 03:59:00,0.0003299999999999,True,1.0,0.0003299999999999,0.0018299999999999,1.19319,1.19222,Tuesday,1,0.0009699999999999154,Q2,1.0,0.0,True,False
2021-03-16,up_sweep,2021-03-17 01:27:00,1.19061,2021-03-17 03:59:00,0.0001900000000001,True,0.0,0.0001900000000001,0.002,1.19061,1.18926,Wednesday,1,0.0013499999999999623,Q3,2.0,0.0,True,False
2021-03-17,down_sweep,2021-03-18 01:00:00,1.1967,2021-03-18 03:59:00,0.0032100000000001,False,8.0,0.0032100000000001,0.0021799999999998,1.19877,1.1967,Thursday,1,0.0020699999999997942,Q4,0.0,1.0,False,True
2021-03-18,up_sweep,2021-03-19 01:15:00,1.19185,2021-03-19 03:59:00,0.0018599999999999,False,3.0,0.0018599999999999,0.00034,1.19185,1.19028,Friday,1,0.0015700000000000713,Q4,0.0,2.0,False,True
2021-03-21,up_sweep,2021-03-22 01:00:00,1.18924,2021-03-22 03:59:00,0.00136,False,3.0,0.00136,0.0018,1.18924,1.18751,Monday,1,0.0017300000000000093,Q4,,,,
2021-03-22,down_sweep,2021-03-23 01:00:00,1.19262,2021-03-23 03:59:00,0.00404,False,27.0,0.00404,0.0005599999999998,1.19407,1.19262,Tuesday,1,0.0014499999999999513,Q4,1.0,0.0,True,False
2021-03-23,down_sweep,2021-03-24 01:07:00,1.18396,2021-03-24 03:59:00,0.0027299999999998,False,0.0,0.0027299999999998,0.0007700000000001,1.18508,1.18396,Wednesday,1,0.0011200000000000099,Q3,0.0,1.0,False,True
2021-03-24,up_sweep,2021-03-25 01:00:00,1.18176,2021-03-25 03:59:00,0.00038,True,0.0,0.00038,0.0016399999999998,1.18176,1.18041,Thursday,1,0.0013499999999999623,Q3,0.0,2.0,False,True
2021-03-25,up_sweep,2021-03-26 01:10:00,1.17845,2021-03-26 03:59:00,0.00045,False,1.0,0.00045,0.00093,1.17845,1.17716,Friday,1,0.0012900000000000134,Q3,1.0,0.0,True,False
2021-03-28,down_sweep,2021-03-29 01:09:00,1.17778,2021-03-29 03:59:00,0.0004999999999999,True,1.0,0.0004999999999999,0.0016099999999998,1.17896,1.17778,Monday,1,0.0011799999999999589,Q3,,,,
2021-03-29,down_sweep,2021-03-30 01:00:00,1.17641,2021-03-30 03:59:00,0.0031099999999999,False,1.0,0.0031099999999999,0.00014,1.17711,1.17641,Tuesday,1,0.000700000000000145,Q1,1.0,0.0,True,False
