trading_day_id,dow,hour,side,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny,asia_range_pct_20d,ny_range_pct_20d,compression_flag,imbalance_score
2024-11-20,Wednesday,1,up_sweep,Q2,1.0,0.0,True,False,25.0,75.0,False,-0.19813084112150797
2024-11-21,Thursday,1,down_sweep,Q4,2.0,0.0,True,False,55.00000000000001,95.0,False,-0.04969696969697175
2024-11-24,Sunday,2,down_sweep,Q4,,,,,,,False,
2024-11-25,Monday,1,up_sweep,Q4,0.0,1.0,False,True,95.0,85.0,False,0.6556603773584998
2024-11-26,Tuesday,1,down_sweep,Q4,1.0,0.0,True,False,50.0,75.0,False,-0.3304940374787119
2024-11-27,Wednesday,1,down_sweep,Q4,2.0,0.0,True,False,65.0,65.0,False,-0.269927536231884
2024-11-28,Thursday,1,up_sweep,Q4,0.0,1.0,False,True,85.0,5.0,True,0.664179104477568
2024-12-01,Sunday,1,down_sweep,Q4,,,,,,,False,
2024-12-02,Monday,1,down_sweep,Q4,1.0,0.0,True,False,60.0,60.0,False,-0.26134301270415805
2024-12-03,Tuesday,1,up_sweep,Q4,2.0,0.0,True,False,55.00000000000001,35.0,False,-0.11860465116278782
2024-12-04,Wednesday,1,up_sweep,Q2,3.0,0.0,True,False,10.0,90.0,True,-0.3924581005586655
2024-12-05,Thursday,3,up_sweep,Q4,4.0,0.0,True,False,85.0,35.0,False,-0.07322654462239749
2024-12-08,Sunday,1,down_sweep,Q4,,,,,,,False,
2024-12-09,Monday,1,up_sweep,Q3,0.0,1.0,False,True,20.0,40.0,True,0.040169133192418285
2024-12-10,Tuesday,1,down_sweep,Q2,0.0,2.0,False,True,10.0,15.0,True,0.13109756097559055
2024-12-11,Wednesday,1,up_sweep,Q1,1.0,0.0,True,False,0.0,60.0,True,-0.3870402802101585
2024-12-12,Thursday,1,down_sweep,Q4,0.0,1.0,False,True,65.0,65.0,False,0.006993006993014051
2024-12-15,Sunday,2,down_sweep,Q4,,,,,,,False,
2024-12-16,Monday,1,down_sweep,Q4,0.0,1.0,False,True,90.0,40.0,False,0.2432432432432682
2024-12-17,Tuesday,1,up_sweep,Q3,1.0,0.0,True,False,30.0,5.0,True,-0.249999999999982
2024-12-18,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False,95.0,100.0,False,-0.04080351537978904
2024-12-19,Thursday,1,up_sweep,Q3,3.0,0.0,True,False,35.0,75.0,False,-0.07070707070708468
2024-12-22,Sunday,1,up_sweep,Q4,,,,,,,False,
2024-12-23,Monday,1,down_sweep,Q1,1.0,0.0,True,False,5.0,15.0,True,-0.39169139465873903
2024-12-25,Wednesday,2,down_sweep,Q4,,,,,,,False,
2024-12-26,Thursday,1,down_sweep,Q4,1.0,0.0,True,False,45.0,25.0,False,-0.18285714285713234
2024-12-29,Sunday,1,up_sweep,Q4,,,,,,,False,
2024-12-30,Monday,3,up_sweep,Q4,1.0,0.0,True,False,65.0,85.0,False,-0.3727272727272831
