trading_day_id,ny_prev_high,ny_prev_low,asia_high,asia_low,asia_range,asia_range_pips,asia_contains_prev_ny,asia_resolves_prev_ny,contain_streak,resolve_streak,breakout,side,sweep_time,sweep_hour,is_early_london,is_late_london
2019-01-02,1.13872,1.1325,1.13525,1.13099,0.0042600000000001526,42.60000000000152,False,True,0,1,1.0,up_sweep,2019-01-03 01:00:00,1.0,True,False
2019-01-03,1.1411,1.13501,1.14118,1.13893,0.0022500000000000853,22.500000000000853,False,True,0,2,0.0,down_sweep,2019-01-04 01:00:00,1.0,True,False
2019-01-07,1.14826,1.14472,1.14844,1.1447,0.0037399999999998546,37.39999999999854,False,True,0,1,0.0,down_sweep,2019-01-08 01:00:00,1.0,True,False
2019-01-08,1.14588,1.14222,1.1466,1.14537,0.0012300000000000644,12.300000000000644,False,True,0,2,0.0,up_sweep,2019-01-09 02:28:00,2.0,False,True
2019-01-09,1.15578,1.14491,1.15607,1.15433,0.0017399999999998528,17.399999999998528,False,True,0,3,1.0,up_sweep,2019-01-10 01:00:00,1.0,True,False
2019-01-10,1.15396,1.14844,1.15227,1.15058,0.0016899999999999693,16.899999999999693,True,False,1,0,1.0,up_sweep,2019-01-11 01:00:00,1.0,True,False
2019-01-14,1.14804,1.14535,1.14896,1.14714,0.0018199999999999328,18.199999999999328,False,True,0,1,1.0,down_sweep,2019-01-15 02:55:00,2.0,False,True
2019-01-15,1.14548,1.13819,1.14142,1.13966,0.0017600000000002058,17.60000000000206,True,False,1,0,1.0,down_sweep,2019-01-16 02:36:00,2.0,False,True
2019-01-16,1.14106,1.13876,1.14005,1.1394,0.0006500000000000394,6.500000000000394,True,False,2,0,0.0,down_sweep,2019-01-17 01:00:00,1.0,True,False
2019-01-17,1.14007,1.137,1.13997,1.13881,0.0011599999999998278,11.599999999998278,True,False,3,0,0.0,down_sweep,2019-01-18 01:04:00,1.0,True,False
2019-01-21,1.13715,1.13567,1.13728,1.13665,0.0006300000000001305,6.300000000001305,False,True,0,1,1.0,down_sweep,2019-01-22 01:00:00,1.0,True,False
2019-01-22,1.13739,1.13361,1.13676,1.13601,0.0007500000000000284,7.500000000000284,True,False,1,0,0.0,up_sweep,2019-01-23 01:00:00,1.0,True,False
2019-01-23,1.13942,1.13505,1.13913,1.13828,0.0008500000000000174,8.500000000000174,True,False,2,0,1.0,down_sweep,2019-01-24 01:32:00,1.0,True,False
2019-01-24,1.13806,1.12892,1.13148,1.13049,0.0009900000000000464,9.900000000000464,True,False,3,0,1.0,up_sweep,2019-01-25 01:00:00,1.0,True,False
2019-01-28,1.14436,1.14048,1.14339,1.14203,0.0013599999999998058,13.599999999998058,True,False,1,0,1.0,up_sweep,2019-01-29 01:01:00,1.0,True,False
2019-01-29,1.14408,1.14111,1.14411,1.1428,0.0013099999999999223,13.099999999999223,False,True,0,1,0.0,up_sweep,2019-01-30 01:00:00,1.0,True,False
