week,days,mean_pips,std_pips,var_pips,p25_pips,median_pips,p75_pips,cv,roll_var_mean,roll_var_std,z_var,regime,var_diff,z_diff,trend,regime_prev,transition,w_q4,w_q1,w_q2,w_fade_bias
2024-01-01,5,11.399999999999633,1.7986105748612597,3.2350000000027515,10.299999999998644,11.499999999999844,12.799999999999478,0.15777285744397523,,,,Neutral,,,flat,,True,0.6,0.4,0.2,0.3
2024-01-08,5,11.499999999999844,3.03973683071352,9.239999999996275,10.200000000000209,12.099999999999334,12.600000000000389,0.26432494180117927,,,,Neutral,6.004999999993524,,flat,Neutral,False,0.6,0.4,0.2,0.3
2024-01-15,5,17.220000000000013,8.600406967115502,73.96700000000888,11.099999999999444,13.799999999999368,20.599999999999508,0.4994429133051972,,,,Neutral,64.72700000001261,,flat,Neutral,False,0.6,0.4,0.2,0.3
2024-01-22,5,9.859999999999314,2.1102132593653162,4.4530000000011905,8.500000000000174,9.299999999998754,10.999999999998789,0.21401757194375892,22.723750000002276,29.670329736754105,-0.6157919430658771,Neutral,-69.51400000000768,,flat,Neutral,False,0.6,0.4,0.2,0.3
2024-01-29,5,12.940000000000396,3.3463412856438617,11.198000000004612,9.799999999999809,12.799999999999478,15.800000000001369,0.2586044270203833,20.418600000002744,26.935434643609582,-0.342322302275739,Neutral,6.745000000003421,0.27346964079013814,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-02-05,5,6.619999999999848,1.386362146049366,1.921999999998604,6.00000000000156,6.299999999999084,6.399999999999739,0.20942026375368547,17.335833333335383,25.536548014020603,-0.6035989408150999,Neutral,-9.276000000006007,-0.2612766385393609,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-02-12,5,10.440000000000005,1.558204094463492,2.428000000002791,9.099999999999664,10.699999999999044,11.200000000000099,0.149253265753208,15.206142857145014,24.210936521858017,-0.5277839147447234,Neutral,0.5060000000041871,0.07581502607037649,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-02-19,5,11.120000000000019,4.015843622453252,16.126999999998453,7.599999999998719,12.000000000000899,12.099999999999334,0.36113701640766593,15.321250000001694,22.64930493277034,0.03557504313657561,Neutral,13.698999999995662,0.563358957881299,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-02-26,5,10.180000000000078,4.117887808088405,16.957000000003127,7.699999999999374,9.500000000000064,12.300000000000644,0.404507643230685,15.503000000001855,21.360156293646156,0.06807066296765735,Neutral,0.8300000000046737,0.032495619831081735,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-03-04,5,9.920000000000151,2.3101947969823047,5.337000000004113,8.399999999999519,9.200000000000319,10.799999999999699,0.23288254001837394,14.486400000002082,20.49224070813361,-0.44648118916378254,Neutral,-11.619999999999013,-0.5145518521314398,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-03-11,5,8.359999999999701,1.4363147287414209,2.0629999999995414,7.599999999998719,8.999999999999009,9.500000000000064,0.17180798190687466,13.357000000001849,19.86231967593857,-0.5686143504015788,Neutral,-3.2740000000045715,-0.12213316123779627,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-03-18,5,11.780000000000346,5.411746483345399,29.2870000000013,7.800000000000029,8.20000000000043,17.500000000001403,0.45940122948601364,14.684500000001803,19.519748540475884,0.7480885304295776,Neutral,27.22400000000176,1.3167028808311563,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-03-25,5,11.580000000000368,2.728002932548976,7.4419999999958115,9.40000000000163,12.199999999999989,12.199999999999989,0.2355788370076761,15.03508333333456,19.347986219323754,-0.39244825002796285,Neutral,-21.845000000005488,-1.1405367804575404,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-04-01,5,8.459999999999468,1.622652150030702,2.63299999999926,8.700000000001484,8.899999999998354,8.999999999999009,0.19180285461357022,14.484500000001473,19.597461198245874,-0.6047467006115576,Neutral,-4.808999999996551,-0.2122984505835947,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-04-08,5,6.140000000000256,1.0945318634006347,1.1979999999992654,5.800000000000249,5.999999999999339,6.800000000000139,0.1782625184691513,8.42041666666734,8.194570463202847,-0.8813661068752582,Compressing,-1.4349999999999947,-0.27661940626370063,falling,Neutral,True,0.3,0.8,0.2,0.6
2024-04-15,5,9.719999999999729,1.6528762809113902,2.731999999999469,8.599999999998609,9.399999999999409,10.399999999999299,0.17004900009376916,8.277000000000529,8.277392353070848,-0.6698969631352448,Neutral,1.5340000000002036,0.21146914374001335,rising,Compressing,True,0.6,0.4,0.2,0.3
2024-04-22,5,8.779999999999788,1.938298222668603,3.7570000000002652,7.500000000000284,7.899999999998464,10.600000000000609,0.22076289552034736,7.6569166666668345,8.313978234058334,-0.46907948961070206,Neutral,1.0250000000007962,0.20081747352454277,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-04-29,5,9.599999999998943,2.380126047082021,5.664999999998287,8.599999999998609,8.999999999999009,9.500000000000064,0.24792979657107117,7.968833333333474,8.161789875525356,-0.28227060099202744,Neutral,1.9079999999980215,0.18680888861867462,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-05-06,5,8.039999999999825,1.3371611720354355,1.7879999999991798,7.099999999999884,7.200000000000539,8.699999999999264,0.1663135786113762,7.915499999999839,8.199824698330003,-0.7472720729320715,Neutral,-3.876999999999107,-0.4650014719400441,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-05-13,5,7.680000000000575,1.6991174179561022,2.887000000001812,8.20000000000043,8.20000000000043,8.300000000001084,0.22123924712968424,6.812166666666786,7.906191917661697,-0.49646741535536437,Neutral,1.099000000002632,0.25080465757670717,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-05-20,5,5.539999999999878,1.20332871651943,1.4480000000002984,4.599999999999049,5.399999999999849,5.9000000000009045,0.21720734955224844,5.519749999999884,7.393166880359034,-0.5507450414539878,Neutral,-1.4390000000015135,-0.054277626098623466,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-05-27,5,7.41999999999976,2.10166600581505,4.416999999998587,7.099999999999884,7.199999999998319,9.099999999999664,0.28324339701012374,5.443083333332756,7.399431987866382,-0.13867055403938364,Neutral,2.9689999999982883,0.4120744874146042,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-06-03,5,8.140000000000036,1.6102794788488324,2.593000000001667,7.500000000000284,7.699999999999374,9.700000000001374,0.19782303179960997,5.487249999999599,7.380682715993849,-0.3921385204279446,Neutral,-1.8239999999969196,-0.25346796638856095,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-06-10,5,5.459999999999798,1.2340988615179156,1.5229999999998156,4.599999999999049,5.1000000000001044,6.6000000000010495,0.2260254325124471,3.173583333332809,1.7968552370883375,-0.9185956104107941,Compressing,-1.0700000000018515,-0.5264570899828495,falling,Neutral,True,0.3,0.8,0.2,0.6
2024-06-17,5,6.180000000000074,2.7689348132450906,7.667000000000625,4.499999999998394,5.60000000000116,6.300000000001305,0.4480477044085853,3.192333333333211,1.8419070431363356,2.42936617422783,Expanding,6.144000000000809,3.347961784638624,rising,Compressing,True,1.0,0.4,0.1,0.1
2024-06-24,5,8.979999999999766,5.207878646819635,27.121999999999915,4.8000000000003595,6.399999999999739,13.300000000000534,0.5799419428529812,5.233083333333266,6.849888228508193,3.1955144283330505,Expanding,19.454999999999288,0.7661482541052207,rising,Expanding,False,1.0,0.4,0.1,0.1
2024-07-01,5,7.479999999999708,2.065671803554405,4.266999999999708,5.599999999998939,7.500000000000284,8.60000000000083,0.27615933202600074,5.488833333333303,6.751037868769118,-0.18098451780072228,Neutral,-22.855000000000206,-3.376498946133773,falling,Expanding,True,0.6,0.4,0.2,0.3
2024-07-08,5,6.82000000000027,1.7767948671693328,3.156999999999287,5.60000000000116,5.699999999999594,7.800000000000029,0.260527106623059,5.524249999999953,6.737583717785317,-0.35134999417547796,Neutral,-1.1100000000004213,-0.1703654763747557,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-07-15,5,8.0600000000004,2.6273560854976212,6.903000000001384,7.099999999999884,7.600000000000939,10.300000000000864,0.32597470043393184,5.786416666666714,6.724912731259424,0.1660368510277396,Neutral,3.7460000000020974,0.5173868452032175,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-07-22,5,8.459999999999468,4.161490117734464,17.3180000000016,6.299999999999084,6.399999999999739,8.599999999998609,0.49190190516958926,6.757500000000323,7.440542391743715,1.4193185716836418,Expanding,10.415000000000216,1.2532817206559022,rising,Neutral,True,1.0,0.4,0.1,0.1
2024-07-29,5,10.260000000000158,4.624716207509984,21.388000000005523,7.300000000001194,8.299999999998864,10.700000000001264,0.4507520670087634,8.390833333334184,8.274873209838374,1.5706786481294257,Expanding,4.0700000000039225,0.15136007644578386,rising,Expanding,False,1.0,0.4,0.1,0.1
2024-08-05,5,10.140000000000704,5.127670036185541,26.292999999995025,7.900000000000684,7.999999999999119,8.100000000001994,0.505687380294397,10.341333333333619,9.4261352396172,1.692280692050543,Expanding,4.904999999989503,0.1216020439211174,rising,Expanding,False,1.0,0.4,0.1,0.1
2024-08-12,5,7.600000000000494,3.2931747600138404,10.844999999992215,5.800000000000249,6.800000000000139,7.100000000002105,0.43331246842284554,11.12441666666628,9.037090124023344,-0.030918875748653867,Neutral,-15.44800000000281,-1.723199567799197,falling,Expanding,True,0.6,0.4,0.2,0.3
2024-08-19,5,10.359999999999925,3.5217893179456468,12.402999999996064,7.200000000000539,9.500000000000064,12.699999999998823,0.3399410538557599,11.789916666666072,8.80983649543993,0.06959077318260462,Neutral,1.5580000000038492,0.1005096489312585,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-08-26,5,8.999999999999897,3.4842502780366735,12.139999999998636,7.299999999998974,9.699999999999154,9.999999999998899,0.38713891978185705,12.58549999999915,8.363125796216003,-0.05326955624679065,Neutral,-0.26299999999742774,-0.12286032942939527,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-09-02,5,8.080000000000087,1.8593009439024897,3.4569999999966887,6.200000000000649,8.699999999999264,9.699999999999154,0.23011150295822644,12.746666666665556,8.164666693884541,-1.1377888424553777,Compressing,-8.683000000001947,-1.084519286208587,falling,Neutral,True,0.3,0.8,0.2,0.6
2024-09-09,5,9.419999999999984,3.750599952007159,14.066999999996105,7.099999999999884,7.500000000000284,9.799999999999809,0.3981528611472575,13.279999999998514,8.023238747538711,0.09809006372133926,Neutral,10.609999999999417,1.235878906176717,rising,Compressing,True,0.6,0.4,0.2,0.3
2024-09-16,5,15.06000000000007,15.842600796586499,250.98800000000315,8.00000000000134,9.200000000000319,10.599999999998388,1.051965524341728,31.935499999998783,66.40132306475661,3.298917700576202,Expanding,236.92100000000704,3.2008276368548625,rising,Neutral,True,1.0,0.4,0.1,0.1
2024-09-23,5,8.760000000000545,1.6577092628076693,2.7479999999983464,7.800000000000029,9.399999999999409,9.600000000000719,0.1892362172154756,31.808916666665336,66.45537377375818,-0.43729972485900803,Neutral,-248.2400000000048,-3.7362174254352096,falling,Expanding,True,0.6,0.4,0.2,0.3
2024-09-30,5,9.699999999999598,3.5784074670164565,12.804999999999131,7.500000000000284,8.599999999998609,10.499999999999954,0.36890798629037164,32.61291666666532,66.16158248870644,-0.29938698443386436,Neutral,10.057000000000784,0.13791274042514368,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-10-07,5,8.0600000000004,3.5641268215373274,12.703000000001772,5.699999999999594,7.300000000001194,10.200000000000209,0.4421993575108127,33.09624999999868,65.99296780860583,-0.30902156210252335,Neutral,-0.10199999999735887,-0.009634577668658995,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-10-14,5,6.999999999999673,1.000000000000223,1.0000000000004459,6.299999999999084,7.099999999999884,7.900000000000684,0.14285714285718137,31.73641666666526,66.47047460647401,-0.46240705890297923,Neutral,-11.703000000001326,-0.15338549680045588,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-10-21,5,7.84000000000029,3.094026502794588,9.57299999999531,4.900000000001015,8.599999999998609,10.40000000000152,0.39464623760133594,30.751833333331074,66.70356211856877,-0.3175067816571681,Neutral,8.572999999994865,0.14490027724581112,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-10-28,5,12.080000000000535,6.13978826996539,37.6970000000046,7.600000000000939,10.000000000001119,15.099999999999003,0.5082606183745959,31.702166666665207,66.71450300576156,0.08985802281734259,Neutral,28.12400000000929,0.40736480447451073,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-11-04,5,35.94000000000008,43.34619937203236,1878.8929999999784,18.299999999999983,19.000000000000128,24.299999999999322,1.2060712123548207,187.37283333333073,514.3190137420871,3.2888540409180465,Expanding,1841.1959999999738,3.1989960181007038,rising,Neutral,True,1.0,0.4,0.1,0.1
2024-11-11,5,17.300000000000093,1.1510864433218615,1.3249999999993731,17.500000000001403,17.599999999999838,17.899999999999583,0.06653678863132112,186.44966666666434,514.6420844974525,-0.35971536771509666,Neutral,-1877.567999999979,-3.648569408633143,falling,Expanding,True,0.6,0.4,0.2,0.3
2024-11-18,5,11.600000000000055,3.7121422386540615,13.779999999999585,8.900000000000574,11.400000000001409,13.900000000000023,0.3200122619529348,186.58633333333105,514.5959929393314,-0.33580971423091627,Neutral,12.455000000000211,0.02390565348418039,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-11-25,5,20.700000000000607,10.854952786631967,117.83000000000911,15.400000000000968,18.400000000000638,18.400000000000638,0.5243938544266498,196.11741666666543,512.1693578497615,-0.15285454989991995,Neutral,104.05000000000952,0.18295516433099632,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-12-02,5,15.120000000000465,4.703934523354591,22.127000000007182,14.799999999999258,15.400000000000968,17.20000000000166,0.31110678064513536,196.78908333333302,511.9354053241516,-0.34117992527344704,Neutral,-95.70300000000192,-0.1883253753735271,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-12-09,5,10.660000000000114,4.380981625160753,19.192999999996147,7.900000000000684,9.300000000000974,12.199999999999989,0.41097388603758966,177.47283333333243,513.8952346840414,-0.3080001966366775,Neutral,-2.934000000011036,0.033179728636769545,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-12-16,5,16.119999999999912,8.415580788038556,70.82200000000364,10.499999999999954,11.299999999998533,19.400000000000528,0.5220583615408562,183.14566666666622,512.3084363270651,-0.21925008198567614,Neutral,51.629000000007494,0.08875011465100135,rising,Neutral,False,0.6,0.4,0.2,0.3
2024-12-23,5,9.640000000000537,3.8539590034148477,14.853000000002366,6.800000000000139,8.300000000001084,11.600000000000499,0.3997882783625138,183.31633333333318,512.2519998814539,-0.32886808323309,Neutral,-55.96900000000127,-0.10961800124741389,falling,Neutral,False,0.6,0.4,0.2,0.3
2024-12-30,1,16.199999999999548,0.0,0.0,16.199999999999548,16.199999999999548,16.199999999999548,0.0,182.25774999999967,512.6164792807397,-0.35554407118500836,Neutral,-14.853000000002366,-0.026675987951918334,falling,Neutral,False,0.6,0.4,0.2,0.3
