trading_day_id,ny_prev_high,ny_prev_low,asia_high,asia_low,asia_range,asia_range_pips,asia_contains_prev_ny,asia_resolves_prev_ny,contain_streak,resolve_streak,breakout,side,sweep_time,sweep_hour,is_early_london,is_late_london
2022-01-03,1.13641,1.12797,1.13087,1.13012,0.0007500000000000284,7.500000000000284,True,False,1,0,1.0,down_sweep,2022-01-04 01:10:00,1.0,True,False
2022-01-04,1.13224,1.12762,1.12886,1.12769,0.0011699999999998933,11.699999999998933,True,False,2,0,1.0,up_sweep,2022-01-05 01:00:00,1.0,True,False
2022-01-05,1.13463,1.13021,1.13185,1.13048,0.0013700000000000934,13.700000000000934,True,False,3,0,1.0,down_sweep,2022-01-06 01:10:00,1.0,True,False
2022-01-06,1.13318,1.12861,1.13007,1.12899,0.0010799999999999699,10.799999999999699,True,False,4,0,1.0,up_sweep,2022-01-07 01:00:00,1.0,True,False
2022-01-10,1.13347,1.12847,1.13417,1.13284,0.0013299999999998313,13.299999999998313,False,True,0,1,1.0,up_sweep,2022-01-11 01:02:00,1.0,True,False
2022-01-11,1.13752,1.1313,1.13733,1.1364,0.0009299999999998754,9.299999999998754,True,False,1,0,0.0,up_sweep,2022-01-12 01:00:00,1.0,True,False
2022-01-12,1.14526,1.13613,1.1448,1.14357,0.0012300000000000644,12.300000000000644,True,False,2,0,1.0,up_sweep,2022-01-13 02:23:00,2.0,False,True
2022-01-13,1.14817,1.14471,1.14681,1.14511,0.0017000000000000348,17.000000000000348,True,False,3,0,0.0,up_sweep,2022-01-14 01:00:00,1.0,True,False
2022-01-17,1.14158,1.13921,1.14207,1.14078,0.0012900000000000134,12.900000000000134,False,True,0,1,1.0,down_sweep,2022-01-18 01:00:00,1.0,True,False
2022-01-18,1.13803,1.13146,1.13297,1.13187,0.001100000000000101,11.000000000001009,True,False,1,0,1.0,up_sweep,2022-01-19 01:00:00,1.0,True,False
2022-01-19,1.13571,1.13359,1.13651,1.13427,0.0022400000000000198,22.400000000000198,False,True,0,1,0.0,up_sweep,2022-01-20 02:43:00,2.0,False,True
2022-01-20,1.13578,1.13031,1.13176,1.13009,0.0016700000000000603,16.700000000000603,False,True,0,2,1.0,up_sweep,2022-01-21 01:00:00,1.0,True,False
2022-01-24,1.1335,1.12904,1.1324,1.13162,0.0007800000000000029,7.800000000000029,True,False,1,0,1.0,down_sweep,2022-01-25 01:00:00,1.0,True,False
2022-01-25,1.13069,1.12631,1.13058,1.13012,0.00045999999999990493,4.599999999999049,True,False,2,0,1.0,down_sweep,2022-01-26 01:37:00,1.0,True,False
2022-01-26,1.13006,1.12354,1.12432,1.12303,0.0012900000000000134,12.900000000000134,False,True,0,1,1.0,down_sweep,2022-01-27 01:00:00,1.0,True,False
2022-01-27,1.11621,1.11312,1.11481,1.11379,0.0010200000000000209,10.200000000000209,True,False,1,0,1.0,up_sweep,2022-01-28 01:00:00,1.0,True,False
2022-01-31,1.12478,1.11597,1.12303,1.12209,0.0009399999999999409,9.399999999999409,True,False,1,0,1.0,up_sweep,2022-02-01 01:00:00,1.0,True,False
2022-02-01,1.12743,1.12342,1.12767,1.12681,0.0008599999999998609,8.599999999998609,False,True,0,1,1.0,down_sweep,2022-02-02 01:34:00,1.0,True,False
2022-02-02,1.13244,1.12924,1.13003,1.12929,0.000740000000000185,7.4000000000018495,True,False,1,0,0.0,up_sweep,2022-02-03 01:00:00,1.0,True,False
2022-02-03,1.14514,1.12826,1.1454,1.14318,0.0022199999999998887,22.199999999998887,False,True,0,1,1.0,up_sweep,2022-02-04 01:00:00,1.0,True,False
2022-02-07,1.14511,1.14171,1.14487,1.14355,0.0013199999999999878,13.199999999999878,True,False,1,0,1.0,down_sweep,2022-02-08 01:00:00,1.0,True,False
2022-02-08,1.14237,1.14014,1.14234,1.1412,0.0011399999999999189,11.399999999999189,True,False,2,0,0.0,up_sweep,2022-02-09 01:01:00,1.0,True,False
2022-02-09,1.14477,1.142,1.14227,1.1413,0.0009699999999999154,9.699999999999154,False,True,0,1,1.0,up_sweep,2022-02-10 01:00:00,1.0,True,False
2022-02-10,1.14948,1.13748,1.1412,1.13858,0.0026200000000000667,26.200000000000667,True,False,1,0,0.0,down_sweep,2022-02-11 01:00:00,1.0,True,False
2022-02-14,1.13294,1.12799,1.13145,1.13031,0.001140000000000141,11.400000000001409,True,False,1,0,1.0,up_sweep,2022-02-15 01:00:00,1.0,True,False
2022-02-15,1.13681,1.13202,1.13595,1.13486,0.0010900000000000354,10.900000000000354,True,False,2,0,1.0,up_sweep,2022-02-16 01:29:00,1.0,True,False
2022-02-16,1.13957,1.13531,1.13828,1.13726,0.0010200000000000209,10.200000000000209,True,False,3,0,1.0,down_sweep,2022-02-17 01:00:00,1.0,True,False
2022-02-17,1.13794,1.13505,1.13711,1.13577,0.0013400000000001189,13.400000000001189,True,False,4,0,1.0,up_sweep,2022-02-18 01:49:00,1.0,True,False
2022-02-21,1.1349,1.13064,1.13197,1.12995,0.0020199999999999108,20.199999999999108,False,True,0,1,1.0,down_sweep,2022-02-22 02:16:00,2.0,False,True
2022-02-22,1.13539,1.1322,1.13358,1.13283,0.0007500000000000284,7.500000000000284,True,False,1,0,1.0,down_sweep,2022-02-23 01:00:00,1.0,True,False
2022-02-23,1.13523,1.13011,1.1306,1.12749,0.003109999999999946,31.09999999999946,False,True,0,1,1.0,down_sweep,2022-02-24 01:00:00,1.0,True,False
2022-02-24,1.12212,1.11062,1.12094,1.11864,0.0022999999999999687,22.999999999999687,True,False,1,0,1.0,up_sweep,2022-02-25 01:00:00,1.0,True,False
2022-02-28,1.12464,1.11823,1.12145,1.12016,0.0012900000000000134,12.900000000000134,True,False,1,0,1.0,down_sweep,2022-03-01 01:00:00,1.0,True,False
2022-03-01,1.11686,1.10896,1.11355,1.11216,0.0013900000000000023,13.900000000000023,True,False,2,0,1.0,down_sweep,2022-03-02 01:00:00,1.0,True,False
2022-03-02,1.11437,1.10573,1.11152,1.10941,0.0021100000000000563,21.100000000000563,True,False,3,0,1.0,down_sweep,2022-03-03 01:31:00,1.0,True,False
2022-03-03,1.1095,1.10334,1.10665,1.101,0.005649999999999933,56.499999999999325,False,True,0,1,0.0,down_sweep,2022-03-04 02:25:00,2.0,False,True
2022-03-07,1.09325,1.08455,1.08803,1.08489,0.0031400000000001427,31.400000000001427,True,False,1,0,1.0,up_sweep,2022-03-08 02:31:00,2.0,False,True
2022-03-08,1.09582,1.08719,1.09199,1.08965,0.0023400000000000087,23.400000000000087,True,False,2,0,1.0,up_sweep,2022-03-09 01:00:00,1.0,True,False
2022-03-09,1.10951,1.09929,1.10735,1.10415,0.0032000000000000917,32.00000000000092,True,False,3,0,1.0,down_sweep,2022-03-10 03:11:00,3.0,False,True
2022-03-10,1.11075,1.09761,1.10188,1.09804,0.0038400000000000656,38.40000000000065,True,False,4,0,1.0,down_sweep,2022-03-11 03:05:00,3.0,False,True
2022-03-14,1.09938,1.09349,1.09557,1.09375,0.0018199999999999328,18.199999999999328,True,False,1,0,1.0,up_sweep,2022-03-15 01:00:00,1.0,True,False
2022-03-15,1.09998,1.0926,1.0972,1.0955,0.0017000000000000348,17.000000000000348,True,False,2,0,1.0,up_sweep,2022-03-16 01:00:00,1.0,True,False
2022-03-16,1.10466,1.095,1.10523,1.10201,0.0032200000000000006,32.2,False,True,0,1,1.0,up_sweep,2022-03-17 03:15:00,3.0,False,True
2022-03-17,1.11375,1.10562,1.11186,1.10857,0.003290000000000015,32.90000000000015,True,False,1,0,1.0,down_sweep,2022-03-18 01:00:00,1.0,True,False
2022-03-21,1.10522,1.10102,1.10173,1.0981,0.003630000000000022,36.30000000000022,False,True,0,1,0.0,down_sweep,2022-03-22 01:01:00,1.0,True,False
2022-03-22,1.10457,1.10113,1.10321,1.10207,0.0011399999999999189,11.399999999999189,True,False,1,0,1.0,up_sweep,2022-03-23 01:00:00,1.0,True,False
2022-03-23,1.10117,1.09639,1.10136,1.0982,0.0031599999999998296,31.599999999998296,False,True,0,1,1.0,down_sweep,2022-03-24 01:00:00,1.0,True,False
2022-03-24,1.10134,1.09659,1.10354,1.10032,0.0032200000000000006,32.2,False,True,0,2,,,,,False,False
2022-03-28,1.09995,1.09465,1.09978,1.0969,0.0028799999999999937,28.799999999999937,True,False,1,0,1.0,up_sweep,2022-03-29 02:44:00,2.0,False,True
