trading_day_id,dow,side,asia_quartile,tp_mode,tp_pips,rr_fixed,entry_time,entry_price,stop_price,take_profit,exit_time,exit_price,exit_reason,r_multiple,mfe_R,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2018-01-04,Friday,down_sweep,Q3,auto,17.4999999999985,1.5,2018-01-05 01:45:00,1.20643,1.2075966666666664,1.20468,2018-01-05 03:59:00,1.20527,time,0.9942857142856518,1.139999999999953,3.0,0.0,True,False
2018-01-31,Thursday,down_sweep,Q4,auto,20.4,1.5,2018-02-01 01:35:00,1.24015,1.2415100000000001,1.23811,2018-02-01 03:07:00,1.2415100000000001,SL,-1.0,1.1911764705883652,3.0,0.0,True,False
2018-02-01,Friday,down_sweep,Q4,auto,20.4,1.5,2018-02-02 01:00:00,1.2491,1.2504600000000001,1.24706,2018-02-02 02:02:00,1.2504600000000001,SL,-1.0,0.40441176470591944,4.0,0.0,True,False
2018-02-08,Friday,up_sweep,Q3,auto,17.4999999999985,1.5,2018-02-09 01:34:00,1.22663,1.2254633333333336,1.22838,2018-02-09 02:54:00,1.22838,TP,1.5,1.7571428571429093,3.0,0.0,True,False
2018-03-15,Friday,up_sweep,Q1,auto,14.65,1.5,2018-03-16 01:00:00,1.23103,1.2300533333333334,1.2324950000000001,2018-03-16 03:59:00,1.23181,time,0.7986348122866924,1.4846416382252061,4.0,0.0,True,False
2018-04-04,Thursday,down_sweep,Q1,auto,14.65,1.5,2018-04-05 01:00:00,1.22761,1.2285866666666667,1.226145,2018-04-05 02:37:00,1.226145,TP,1.5,2.795221843003537,3.0,0.0,True,False
2018-04-05,Friday,down_sweep,Q3,auto,17.4999999999985,1.5,2018-04-06 01:00:00,1.2238,1.2249666666666665,1.22205,2018-04-06 03:22:00,1.22205,TP,1.5,1.9714285714287134,4.0,0.0,True,False
2018-04-12,Friday,down_sweep,Q1,auto,14.65,1.5,2018-04-13 02:02:00,1.23234,1.2333166666666666,1.230875,2018-04-13 03:31:00,1.2333166666666666,SL,-1.0,0.6450511945391554,4.0,0.0,True,False
2018-05-02,Thursday,up_sweep,Q4,auto,20.4,1.5,2018-05-03 03:04:00,1.197,1.19564,1.19904,2018-05-03 03:25:00,1.19904,TP,1.5,2.838235294117628,3.0,0.0,True,False
2018-05-30,Thursday,up_sweep,Q3,auto,17.4999999999985,1.5,2018-05-31 01:33:00,1.16733,1.1661633333333334,1.16908,2018-05-31 02:48:00,1.16908,TP,1.5,3.908571428571866,3.0,0.0,True,False
2018-06-28,Friday,up_sweep,Q3,auto,17.4999999999985,1.5,2018-06-29 01:00:00,1.16528,1.1641133333333336,1.16703,2018-06-29 02:01:00,1.1641133333333336,SL,-1.0,0.32571428571416355,4.0,0.0,True,False
2018-07-11,Thursday,up_sweep,Q1,auto,14.65,1.5,2018-07-12 01:34:00,1.16802,1.1670433333333334,1.169485,2018-07-12 03:59:00,1.16846,time,0.4505119453924873,1.2901023890785381,3.0,0.0,True,False
2018-08-08,Thursday,down_sweep,Q1,auto,14.65,1.5,2018-08-09 01:00:00,1.16028,1.1612566666666666,1.158815,2018-08-09 02:06:00,1.1612566666666666,SL,-1.0,2.7542662116041785,3.0,0.0,True,False
2018-08-16,Friday,up_sweep,Q1,auto,14.65,1.5,2018-08-17 01:00:00,1.13779,1.1368133333333335,1.1392550000000001,2018-08-17 02:47:00,1.1392550000000001,TP,1.5,1.7303754266211289,4.0,0.0,True,False
2018-10-24,Thursday,up_sweep,Q3,auto,17.4999999999985,1.5,2018-10-25 01:00:00,1.14096,1.1397933333333334,1.14271,2018-10-25 03:39:00,1.1397933333333334,SL,-1.0,0.9000000000000731,3.0,0.0,True,False
2018-10-25,Friday,down_sweep,Q1,auto,14.65,1.5,2018-10-26 01:03:00,1.1366,1.1375766666666667,1.135135,2018-10-26 03:07:00,1.1375766666666667,SL,-1.0,0.8395904436860507,4.0,0.0,True,False
2018-11-21,Thursday,up_sweep,Q1,auto,14.65,1.5,2018-11-22 03:33:00,1.13951,1.1385333333333334,1.140975,2018-11-22 03:59:00,1.14031,time,0.8191126279862578,0.9624573378838985,3.0,0.0,True,False
2018-11-22,Friday,up_sweep,Q1,auto,14.65,1.5,2018-11-23 02:01:00,1.14089,1.1399133333333333,1.142355,2018-11-23 03:30:00,1.1399133333333333,SL,-1.0,0.9726962457337949,4.0,0.0,True,False
2018-11-28,Thursday,up_sweep,Q1,auto,14.65,1.5,2018-11-29 03:49:00,1.13739,1.1364133333333333,1.138855,2018-11-29 03:59:00,1.1376,time,0.2150170648464609,0.7372013651877685,3.0,0.0,True,False
2018-12-06,Friday,down_sweep,Q1,auto,14.65,1.5,2018-12-07 01:25:00,1.13687,1.1378466666666667,1.135405,2018-12-07 03:30:00,1.1378466666666667,SL,-1.0,0.8703071672355127,3.0,0.0,True,False
2018-12-12,Thursday,down_sweep,Q1,auto,14.65,1.5,2018-12-13 01:00:00,1.13642,1.1373966666666666,1.134955,2018-12-13 02:03:00,1.1373966666666666,SL,-1.0,0.040955631399358365,3.0,0.0,True,False
2018-12-13,Friday,down_sweep,Q1,auto,14.65,1.5,2018-12-14 01:08:00,1.13547,1.1364466666666666,1.134005,2018-12-14 03:16:00,1.134005,TP,1.5,6.563139931740642,4.0,0.0,True,False
2018-12-20,Friday,down_sweep,Q3,auto,17.4999999999985,1.5,2018-12-21 01:00:00,1.14479,1.1459566666666665,1.14304,2018-12-21 02:02:00,1.1459566666666665,SL,-1.0,0.42857142857141806,3.0,0.0,True,False
