trading_day_id,dow,hour,side,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2018-01-04,Friday,1,down_sweep,Q3,3.0,0.0,True,False
2018-01-31,Thursday,1,down_sweep,Q4,3.0,0.0,True,False
2018-02-01,Friday,1,down_sweep,Q4,4.0,0.0,True,False
2018-02-08,Friday,1,up_sweep,Q3,3.0,0.0,True,False
2018-03-15,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2018-04-04,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2018-04-05,Friday,1,down_sweep,Q3,4.0,0.0,True,False
2018-04-12,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2018-05-02,Thursday,1,up_sweep,Q4,3.0,0.0,True,False
2018-05-30,Thursday,1,up_sweep,Q3,3.0,0.0,True,False
2018-06-28,Friday,1,up_sweep,Q3,4.0,0.0,True,False
2018-07-11,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2018-08-08,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2018-08-16,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2018-10-24,Thursday,1,up_sweep,Q3,3.0,0.0,True,False
2018-10-25,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2018-11-21,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2018-11-22,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2018-11-28,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2018-12-06,Friday,1,down_sweep,Q1,3.0,0.0,True,False
2018-12-12,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2018-12-13,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2018-12-20,Friday,1,down_sweep,Q3,3.0,0.0,True,False
