trading_day_id,dow,side,asia_quartile,tp_mode,tp_pips,rr_fixed,entry_time,entry_price,stop_price,take_profit,exit_time,exit_price,exit_reason,r_multiple,mfe_R,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2022-01-06,Friday,up_sweep,Q1,auto,16.7,1.5,2022-01-07 01:00:00,1.13026,1.1291466666666667,1.13193,2022-01-07 03:59:00,1.13121,time,0.8532934131736584,1.1317365269461426,4.0,0.0,True,False
2022-02-16,Thursday,down_sweep,Q1,auto,16.7,1.5,2022-02-17 01:29:00,1.13716,1.1382733333333332,1.1354899999999999,2022-02-17 01:29:00,1.1354899999999999,TP,1.5,1.985029940119801,3.0,0.0,True,False
2022-02-17,Friday,up_sweep,Q1,auto,16.7,1.5,2022-02-18 01:52:00,1.13714,1.1360266666666667,1.13881,2022-02-18 03:59:00,1.13755,time,0.3682634730539115,0.4940119760479495,4.0,0.0,True,False
2022-03-02,Thursday,down_sweep,Q3,auto,21.3999999999985,1.5,2022-03-03 01:31:00,1.10937,1.1107966666666664,1.1072300000000002,2022-03-03 03:59:00,1.10911,time,0.1822429906541672,0.7920560747664636,3.0,0.0,True,False
2022-04-21,Friday,up_sweep,Q1,auto,16.7,1.5,2022-04-22 01:00:00,1.08454,1.0834266666666668,1.0862100000000001,2022-04-22 02:49:00,1.0834266666666668,SL,-1.0,0.547904191616766,4.0,0.0,True,False
2022-05-11,Thursday,down_sweep,Q3,auto,21.3999999999985,1.5,2022-05-12 01:38:00,1.05067,1.0520966666666665,1.0485300000000002,2022-05-12 03:06:00,1.0485300000000002,TP,1.5,4.47196261682278,3.0,0.0,True,False
2022-05-12,Friday,up_sweep,Q1,auto,16.7,1.5,2022-05-13 02:17:00,1.03876,1.0376466666666666,1.04043,2022-05-13 02:53:00,1.04043,TP,1.5,2.8652694610778675,4.0,0.0,True,False
2022-06-29,Thursday,up_sweep,Q1,auto,16.7,1.5,2022-06-30 01:33:00,1.04506,1.0439466666666668,1.0467300000000002,2022-06-30 02:34:00,1.0467300000000002,TP,1.5,1.61676646706569,3.0,0.0,True,False
2022-06-30,Friday,down_sweep,Q1,auto,16.7,1.5,2022-07-01 01:46:00,1.04644,1.0475533333333333,1.04477,2022-07-01 02:35:00,1.04477,TP,1.5,2.8562874251496653,4.0,0.0,True,False
2022-07-06,Thursday,up_sweep,Q1,auto,16.7,1.5,2022-07-07 03:14:00,1.01916,1.0180466666666668,1.0208300000000001,2022-07-07 03:59:00,1.01921,time,0.0449101796406139,0.44910179640713616,3.0,0.0,True,False
2022-07-07,Friday,down_sweep,Q4,auto,42.0500000000005,1.5,2022-07-08 01:59:00,1.01603,1.0188333333333333,1.011825,2022-07-08 03:27:00,1.011825,TP,1.5,3.14982164090361,4.0,0.0,True,False
2022-07-21,Friday,down_sweep,Q4,auto,42.0500000000005,1.5,2022-07-22 02:53:00,1.02013,1.0229333333333333,1.015925,2022-07-22 03:30:00,1.015925,TP,1.5,2.5541022592152087,4.0,0.0,True,False
2022-07-27,Thursday,up_sweep,Q4,auto,42.0500000000005,1.5,2022-07-28 01:44:00,1.02136,1.0185566666666668,1.025565,2022-07-28 03:24:00,1.0185566666666668,SL,-1.0,0.7384066587395925,3.0,0.0,True,False
2022-08-10,Thursday,down_sweep,Q1,auto,16.7,1.5,2022-08-11 02:15:00,1.02898,1.0300933333333333,1.02731,2022-08-11 02:24:00,1.0300933333333333,SL,-1.0,0.125748502994038,3.0,0.0,True,False
2022-08-24,Thursday,up_sweep,Q4,auto,42.0500000000005,1.5,2022-08-25 01:54:00,0.999,0.9961966666666666,1.0032050000000001,2022-08-25 02:35:00,1.0032050000000001,TP,1.5,1.5481569560047017,3.0,0.0,True,False
2022-08-25,Friday,down_sweep,Q1,auto,16.7,1.5,2022-08-26 01:00:00,0.99624,0.9973533333333333,0.9945700000000001,2022-08-26 03:59:00,0.9973533333333333,SL,-1.0,1.446107784431138,4.0,0.0,True,False
2022-08-31,Thursday,down_sweep,Q4,auto,42.0500000000005,1.5,2022-09-01 01:38:00,1.00175,1.0045533333333332,0.9975449999999999,2022-09-01 03:59:00,1.00297,time,-0.43519619500593965,0.2996432818073514,3.0,0.0,True,False
2022-11-10,Friday,up_sweep,Q4,auto,42.0500000000005,1.5,2022-11-11 01:00:00,1.02198,1.0191766666666668,1.0261850000000001,2022-11-11 03:45:00,1.0261850000000001,TP,1.5,1.9227110582638711,4.0,0.0,True,False
2022-12-14,Thursday,down_sweep,Q3,auto,21.3999999999985,1.5,2022-12-15 01:00:00,1.06591,1.0673366666666664,1.06377,2022-12-15 03:12:00,1.06377,TP,1.5,2.726635514018847,3.0,0.0,True,False
2022-12-15,Friday,up_sweep,Q1,auto,16.7,1.5,2022-12-16 01:05:00,1.06471,1.0635966666666667,1.06638,2022-12-16 02:53:00,1.0635966666666667,SL,-1.0,1.4281437125748326,4.0,0.0,True,False
2022-12-21,Thursday,up_sweep,Q4,auto,42.0500000000005,1.5,2022-12-22 03:46:00,1.06311,1.0603066666666667,1.067315,2022-12-22 03:59:00,1.06361,time,0.17835909631389021,0.19619500594531883,3.0,0.0,True,False
2022-12-29,Friday,down_sweep,Q1,auto,16.7,1.5,2022-12-30 03:03:00,1.0655,1.0666133333333332,1.0638299999999998,2022-12-30 03:36:00,1.0666133333333332,SL,-1.0,0.2604790419160791,3.0,0.0,True,False
