trading_day_id,side,sweep_time,sweep_level,london_end,max_extension,reverted_inside_by_end,time_to_revert_min,max_adverse,max_favorable,asia_high,asia_low,dow,hour,asia_range,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2023-01-01,down_sweep,2023-01-02 01:55:00,1.06912,2023-01-02 03:59:00,0.0028000000000001,False,,0.0028000000000001,0.0005899999999998,1.07087,1.06912,Monday,1,0.0017499999999999183,Q4,,,,
2023-01-02,down_sweep,2023-01-03 02:09:00,1.06503,2023-01-03 03:59:00,0.0099699999999998,False,0.0,0.0099699999999998,0.00082,1.06783,1.06503,Tuesday,2,0.0028000000000001357,Q4,1.0,0.0,True,False
2023-01-03,up_sweep,2023-01-04 01:00:00,1.05695,2023-01-04 03:59:00,0.0065899999999998,False,2.0,0.0065899999999998,0.0010099999999999,1.05695,1.0545,Wednesday,1,0.0024500000000000632,Q4,2.0,0.0,True,False
2023-01-04,down_sweep,2023-01-05 01:59:00,1.06029,2023-01-05 03:59:00,0.0012799999999999,True,0.0,0.0012799999999999,0.0024900000000001,1.06314,1.06029,Thursday,1,0.002850000000000019,Q4,0.0,1.0,False,True
2023-01-05,down_sweep,2023-01-06 01:00:00,1.05188,2023-01-06 03:59:00,0.00119,False,9.0,0.00119,0.0012100000000001,1.05326,1.05188,Friday,1,0.0013800000000001589,Q3,1.0,0.0,True,False
2023-01-08,up_sweep,2023-01-09 01:00:00,1.06722,2023-01-09 03:59:00,0.0027299999999998,False,102.0,0.0027299999999998,0.0004300000000001,1.06722,1.06513,Monday,1,0.0020900000000001473,Q4,,,,
2023-01-09,up_sweep,2023-01-10 01:00:00,1.07396,2023-01-10 03:59:00,0.0007599999999998,True,10.0,0.0007599999999998,0.00177,1.07396,1.07205,Tuesday,1,0.0019100000000000783,Q4,1.0,0.0,True,False
2023-01-10,up_sweep,2023-01-11 01:00:00,1.07453,2023-01-11 03:59:00,0.0012,True,79.0,0.0012,0.00167,1.07453,1.07255,Wednesday,1,0.001980000000000093,Q4,2.0,0.0,True,False
2023-01-11,down_sweep,2023-01-12 01:20:00,1.07601,2023-01-12 03:59:00,0.0014799999999999,False,0.0,0.0014799999999999,0.0004900000000001,1.07745,1.07601,Thursday,1,0.0014400000000001079,Q3,3.0,0.0,True,False
2023-01-12,down_sweep,2023-01-13 01:00:00,1.08455,2023-01-13 03:59:00,0.0012499999999999,True,38.0,0.0012499999999999,0.0018500000000001,1.08679,1.08455,Friday,1,0.0022400000000000198,Q4,0.0,1.0,False,True
2023-01-15,down_sweep,2023-01-16 03:08:00,1.08211,2023-01-16 03:59:00,0.0018899999999999,False,3.0,0.0018899999999999,0.00042,1.0872,1.08211,Monday,3,0.005090000000000039,Q4,,,,
2023-01-16,up_sweep,2023-01-17 01:15:00,1.08336,2023-01-17 03:59:00,0.0004899999999998,True,2.0,0.0004899999999998,0.00218,1.08336,1.08138,Tuesday,1,0.001980000000000093,Q4,0.0,1.0,False,True
2023-01-17,down_sweep,2023-01-18 01:00:00,1.07823,2023-01-18 03:59:00,0.00028,False,2.0,0.00028,0.00689,1.0796,1.07823,Wednesday,1,0.0013699999999998713,Q3,1.0,0.0,True,False
2023-01-18,up_sweep,2023-01-19 01:09:00,1.07982,2023-01-19 03:59:00,0.00265,False,2.0,0.00265,0.00157,1.07982,1.07823,Thursday,1,0.0015899999999999803,Q4,0.0,1.0,False,True
2023-01-19,down_sweep,2023-01-20 01:43:00,1.08279,2023-01-20 03:59:00,0.0007199999999998,True,1.0,0.0007199999999998,0.0030799999999999,1.0844,1.08279,Friday,1,0.0016100000000001113,Q4,0.0,2.0,False,True
2023-01-22,up_sweep,2023-01-23 01:52:00,1.08993,2023-01-23 03:59:00,0.0027399999999999,False,32.0,0.0027399999999999,0.0007300000000001,1.08993,1.08639,Monday,1,0.0035400000000000986,Q4,,,,
2023-01-23,up_sweep,2023-01-24 01:26:00,1.08824,2023-01-24 03:59:00,0.0015399999999998,True,9.0,0.0015399999999998,0.0016100000000001,1.08824,1.08674,Tuesday,1,0.0015000000000000568,Q3,0.0,1.0,False,True
