trading_day_id,dow,hour,side,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2020-01-07,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2020-01-09,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2020-01-14,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2020-01-15,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2020-01-16,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2020-01-30,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2020-02-04,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2020-02-05,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2020-02-06,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2020-02-11,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2020-02-12,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2020-03-03,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2020-03-04,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2020-03-12,Friday,1,up_sweep,Q4,3.0,0.0,True,False
2020-03-17,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
2020-03-24,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
2020-04-02,Friday,1,up_sweep,Q3,2.0,0.0,True,False
2020-04-09,Friday,1,up_sweep,Q3,2.0,0.0,True,False
2020-04-16,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2020-04-21,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2020-04-22,Thursday,1,up_sweep,Q3,3.0,0.0,True,False
2020-05-05,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2020-05-06,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2020-05-21,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2020-06-04,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2020-06-09,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2020-06-10,Thursday,1,down_sweep,Q4,3.0,0.0,True,False
2020-06-30,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2020-07-01,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2020-07-02,Friday,1,down_sweep,Q1,4.0,0.0,True,False
2020-07-16,Friday,1,down_sweep,Q2,2.0,0.0,True,False
2020-07-23,Friday,1,down_sweep,Q4,2.0,0.0,True,False
2020-07-28,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2020-07-29,Thursday,1,down_sweep,Q3,3.0,0.0,True,False
2020-08-06,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2020-08-13,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2020-08-19,Thursday,1,down_sweep,Q2,2.0,0.0,True,False
2020-08-25,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2020-09-01,Wednesday,1,down_sweep,Q4,2.0,0.0,True,False
2020-09-02,Thursday,1,down_sweep,Q4,3.0,0.0,True,False
2020-09-10,Friday,1,up_sweep,Q3,2.0,0.0,True,False
2020-10-01,Friday,1,down_sweep,Q2,2.0,0.0,True,False
2020-10-20,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2020-11-10,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2020-12-09,Thursday,1,up_sweep,Q1,2.0,0.0,True,False
2020-12-15,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2020-12-22,Wednesday,1,up_sweep,Q4,2.0,0.0,True,False
