trading_day_id,dow,side,asia_quartile,tp_mode,tp_pips,rr_fixed,entry_time,entry_price,stop_price,take_profit,exit_time,exit_price,exit_reason,r_multiple,mfe_R,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny,asia_range_pct_20d,ny_range_pct_20d,compression_flag,imbalance_score
2024-12-30,Monday,up_sweep,Q4,auto,18.4,1.5,2024-11-29 01:31:00,1.05754,1.0563133333333332,1.05938,2024-11-29 02:29:00,1.05938,TP,1.5,1.7690217391304393,1.0,0.0,True,False,65.0,85.0,False,0.0
